UserID,SessionNum,ActionClusterNum,DistinguishingFeatures,ActionSeq,KeywordClusterNum,Keywords,QuerySeq,pSkip,Click@1-5,MaxRR,MeanRR,AbandonmentRate,ReformulationRate,QueriesCount,ClicksPerQuery
188691,90,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery->Click1-5->Click6-10->Click6-10,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,why i burp constantly after i eat anything,0.75,1,1,0.416666667,0,0,1,3
10076121,3,8  1,,NewQuery->Click1-5,8,pages/phone/phones/mobile/ringtones/cingular/verizon/telephone/call/codes,ultimate white pages,0,1,1,1,0,0,1,1
3719939,24,70  1,,NewQuery->Click1-5->NewQuery->Click1-5->NewQuery->Click1-5,70,show/events/festival/punjabi/fest/concert/parade/milwaukee/dallas/sunfest,erie colorado->denver peoples fair->city of brighton,0.166666667,1,0.833333333,0.833333333,0,0,3,1
14816125,14,1  3,"3:Click1-5->NewQuery
3:Click1-5->Click1-5
3:NewQuery->Click1-5",NewQuery->Click1-5,1,hotels/hotel/inn/casino/resort/vegas/marriott/cruises/motel/resorts,galveston rv parks,0,1,1,1,0,0,1,1
3306765,6,32  1,,NewQuery,32,com/biz/qvc/yahoo/newbusinesschecklist/heavyshop/nflcom/netgamez/nadinecompany/yahoocom,yahoo com,1,0,0,0,1,0,1,0
2726728,15,1  3,"3:Click1-5->NewQuery
3:Click1-5->Click1-5
3:NewQuery->Click1-5",NewQuery->Click1-5->Click6-10->Click11+->Click11+->NewQuery->Click1-5->Click1-5->Click1-5,1,hotels/hotel/inn/casino/resort/vegas/marriott/cruises/motel/resorts,las vegas activities for children->ask jeeves,0.409090909,1,0.75,0.511237374,0,0,2,3.5
10124690,8,106  1,,NewQuery->NewQuery->Click1-5,106,tanning/moisturizer/concealer/bronzers/cosmetics/skin/bronzer/creams/facial/lotion,moisturizer best->moisturizer,0,0.5,1,1,0.5,0,2,0.5
14066983,6,20  1,,NewQuery->Click1-5,20,lyrics/song/hate/october/fever/eminem/dawson/ying/fall/days,life is a rock but the radio rolled me at the end of my rainbow lies a golden oldie lyrics,0.5,1,0.5,0.5,0,0,1,1
14741959,29,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery->Click1-5->Click6-10->Click1-5->Click1-5->Click6-10->Click11+,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,donatello,0.5,1,0.5,0.278240741,0,0,1,6
10381173,9,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,my documents,1,0,0,0,1,0,1,0
7247537,17,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery->Click1-5,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,franklin county ohio sheriff office,0,1,1,1,0,0,1,1
2172008,5,15  1,,NewQuery->Click1-5,15,space/orbitz/voyager/orbit/constellations/galaxy/mars/orbits/outerspace/planetatv,my space,0,1,1,1,0,0,1,1
3265229,7,29  1,,NewQuery->Click1-5->NewQuery->Click1-5,29,theater/theatre/amc/movies/theaters/theatres/cinemas/loews/netflix/cinema,carmike cinemas->movie theaters in wilmington nc,0.333333333,1,0.666666667,0.666666667,0,0,2,1
2181219,65,-1  6,"2:NewQuery->NextPage
2:NewQuery->NextPage->NextPage
2:NextPage->NextPage
2:NextPage->NextPage->NewQuery
6:NewQuery->Click6-10
6:NewQuery->Click6-10->Empty
6:NewQuery->Click6-10->NextPage
6:Click6-10->Click1-5",NewQuery->Click1-5->Click6-10->Click11+->NewQuery->RefinedQuery->Click1-5->Click11+->Click11+->NewQuery->Click6-10->Click11+,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,gold breast cancer braclet->breast cancer apperal->breast cancer apparel->breast cancer jewelry,0.833791209,0.5,0.203703704,0.120775444,0.25,0.25,4,2
12819465,6,93  1,,NewQuery->NewQuery->Click1-5,93,calendar/180/calender/jewish/christmascactus/christmascatus/infochristmascatus/passover/holidays/maternity,aol calendar->jewish holidays 2007,0,0.5,1,1,0.5,0,2,0.5
7046197,6,1  3,"3:Click1-5->NewQuery
3:Click1-5->Click1-5
3:NewQuery->Click1-5",NewQuery->Click1-5->Click1-5->Click1-5->Click6-10->NewQuery->Click1-5->Click1-5->Click1-5->Click6-10->Click6-10,1,hotels/hotel/inn/casino/resort/vegas/marriott/cruises/motel/resorts,parkwood inn anchorage alaska->anchorage b&bs,0.465277778,1,0.75,0.325555556,0,0,2,4.5
221978,3,55  1,,NewQuery,55,help/y6/natacion/yhtac/ym/yahcom/stop/race/girl/game,im help,1,0,0,0,0,0,1,0
905553,12,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery->Click1-5->Click1-5,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,telewizjaplus,0,1,1,0.75,0,0,1,2
2281662,162,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery->Click1-5->RefinedQuery->Click1-5->Click1-5->NewQuery->Click1-5,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,fifth thrd bank->fifth third bank->ebay,0,1,1,1,0,0.333333333,3,1.333333333
18814464,0,5  1,,NewQuery,5,google/search/jeeves/googles/wikepedia/encylopedia/fotosearch/discovery/googlezipcodes/metasearch,google,1,0,0,0,1,0,1,0
630455,16,120  1,,NewQuery->Click11+->Click11+,120,ice/cosmic/meltdown/radiation/pinkworld/melting/iceman/antartica/pink/world,superyard,0.846153846,0,0.090909091,0.083916084,0,0,1,2
4732366,5,59  1,,NewQuery->NewQuery,59,whirlpool/hvac/company/refrigerators/consumers/generators/panels/corporation/electric/microwaves,air conditioners->wall wall air conditioners,1,0,0,0,1,0,2,0
446848,118,17  1,,NewQuery->Click1-5,17,ebay/craigslist/craigs/craiglist/classifieds/orleans/chesapeake/craigslists/newyorksportsclub/norfolk,ebay,0,1,1,1,0,0,1,1
3956871,19,14  1,,NewQuery->NewQuery->Click1-5,14,news/newspaper/herald/magazine/journal/newspapers/tribune/gazette/obituaries/magazines,detroitfreepress->detroit news,0,0.5,1,1,0.5,0,2,0.5
10228696,5,11  1,,NewQuery->RefinedQuery->Click6-10->NewQuery->Click1-5,11,mapquest/maps/map/gps/garmin/longitude/mapqwest/locate/lattitude/idaho,raymarine 700x->raymarine 600x->garmin 3210,0.803571429,0.333333333,0.196428571,0.196428571,0.333333333,0.333333333,3,0.666666667
19502912,1,2  4,"4:NewQuery->NewQuery
4:NewQuery->NewQuery->Click1-5
4:NewQuery->Click1-5
4:NewQuery->Click1-5->Empty",NewQuery->RefinedQuery,2,homes/furniture/apartments/houses/realty/realestate/realtors/cabinet/cabinets/house,fair housing act->fair housing act for colorado,1,0,0,0,0.5,0.5,2,0
6971674,9,50  1,,NewQuery,50,mexico/holland/uruguay/puerto/namibia/honduras/france/jamaica/mauritius/hollandamerica,carribean,1,0,0,0,1,0,1,0
8301763,23,1  3,"3:Click1-5->NewQuery
3:Click1-5->Click1-5
3:NewQuery->Click1-5",NewQuery->Click1-5,1,hotels/hotel/inn/casino/resort/vegas/marriott/cruises/motel/resorts,walt disney world orlando,0,1,1,1,0,0,1,1
7183685,45,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery->Click1-5->NewQuery->Click1-5->NewQuery->Click1-5->Click1-5->Click1-5,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,portable dance studio supplies->portable dance studio equipment->portable mylar mirrors,0.366666667,1,0.611111111,0.581481481,0,0,3,1.666666667
17177444,6,2  6,"6:Click1-5->Click1-5
6:NewQuery->Click1-5->Click1-5
6:NewQuery->Click1-5
6:Click1-5->Click1-5->Click1-5",NewQuery->Click1-5->Click1-5->Click1-5->Click6-10->NewQuery->Click1-5,2,homes/furniture/apartments/houses/realty/realestate/realtors/cabinet/cabinets/house,vinyl privacy fence->cocktail ottaman,0.589285714,1,0.625,0.34077381,0,0,2,2.5
9000089,32,8  1,,NewQuery,8,pages/phone/phones/mobile/ringtones/cingular/verizon/telephone/call/codes,freecell,1,0,0,0,1,0,1,0
1928425,6,62  1,,NewQuery->Click1-5->Click1-5,62,org/nmstudentloans/uk/wwfmfcu/manchestertwp/pantherfb/scisa/unesco/wddoa/cnumc,members.kp.org,0,1,1,1,0,0,1,2
6282159,8,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery->Click1-5,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,famous daves,0,1,1,1,0,0,1,1
1416519,1,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery->Click1-5->NewQuery->Click1-5,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,miracle truss->rhino buildings,0,1,1,1,0,0,2,1
521960,41,34  1,,NewQuery->Click1-5->NewQuery->Click1-5,34,lottery/lotto/mega/powerball/minnesota/megamillions/fortune/wisconsin/pa/gigagalleries,nj lottery results->daily joke,0.25,1,0.75,0.75,0,0,2,1
1952608,10,35  1,,NewQuery->RefinedQuery,35,lisinopril/phentermine/lyrica/prescriptions/medication/prescription/naproxen/lexapro/fluoxetine/prozac,methatrexate->methotrexate,1,0,0,0,1,0.5,2,0
11257845,8,38  1,,NewQuery->Click1-5->NewQuery->RefinedQuery->Click1-5->NewQuery->Click1-5->NewQuery->Click1-5,38,court/department/inmates/prisons/courts/dept/county/prison/courthouse/jail,florida death row->dan huser->dan hauser->blackwelder john->gacey,0.291666667,0.8,0.708333333,0.708333333,0.2,0.2,5,0.8
3049991,16,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery->Click1-5,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,new york sports club,0.5,1,0.5,0.5,0,0,1,1
3690843,0,65  1,,NewQuery,65,ww/1010wins/wowtgp/wfboom/wkufnd/wwmt/wtov/wwamu/cheap/gold,ww.gr,1,0,0,0,1,0,1,0
8636484,10,19  1,,NewQuery->Click1-5,19,edu/university/college/ucsd/admissions/nyu/20college/marshallcollege/iowa/rankings,ccny.cuny.edu,0,1,1,1,0,0,1,1
4726478,80,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery->Click1-5,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,bolthouse farms,0,1,1,1,0,0,1,1
8094227,0,26  3,"3:NextPage->NextPage->NextPage
3:NextPage->NextPage
3:NewQuery->Click1-5",NewQuery->Click1-5,26,snakes/animals/zoo/dogs/humane/kennels/dolphins/retrievers/puppies/rabbits,nubians,0.666666667,1,0.333333333,0.333333333,0,0,1,1
11902959,3,74  1,,NewQuery,74,mys/my/sos/scene/mywa/myso/angus/ace/ys/black,my,1,0,0,0,1,0,1,0
6917231,4,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery->Click1-5,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,giant eagle,0,1,1,1,0,0,1,1
16896579,14,8  1,,NewQuery->Click1-5,8,pages/phone/phones/mobile/ringtones/cingular/verizon/telephone/call/codes,making wireless settings,0,1,1,1,0,0,1,1
5893026,11,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,faulkonbuy auction,1,0,0,0,1,0,1,0
13595083,1,1  3,"3:Click1-5->NewQuery
3:Click1-5->Click1-5
3:NewQuery->Click1-5",NewQuery->Click1-5,1,hotels/hotel/inn/casino/resort/vegas/marriott/cruises/motel/resorts,disney's caribbean beach resort,0.5,1,0.5,0.5,0,0,1,1
18058874,66,43  1,,NewQuery->NewQuery->Click1-5->Click1-5->Click1-5,43,weather/forcast/radar/orleans/accuweather/meteorology/weatherchannel/forecast/hurricane/hartford,mapquest->weather channel,0,0.5,1,0.611111111,0.5,0,2,1.5
7639531,36,-1  11,"4:NewQuery->RefinedQuery
4:RefinedQuery->Click1-5
4:NewQuery->RefinedQuery->Click1-5
4:NewQuery->NewQuery->RefinedQuery
11:NewQuery->NewQuery->NewQuery
11:NewQuery->NewQuery->Empty
11:NewQuery->NewQuery",NewQuery->NewQuery,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,family activities in boston during june->family activities in plymouth ma during june,1,0,0,0,1,0,2,0
17953763,6,9  1,,NewQuery->RefinedQuery->NewQuery,9,tv/radio/channel/cnn/fox/degrassi/television/veracruz/puerto/sanyo,grey anatomy->greys anatomy->charmed,1,0,0,0,0.666666667,0.333333333,3,0
3278063,44,82  1,,NewQuery->Click1-5,82,bbb/buisnes/bangbros/oklahoma/blingo/bbandt/blingbling/bbmak/bbmack/bb,bangbros,0,1,1,1,0,0,1,1
5536127,54,3  3,"3:NewQuery->Click1-5->Empty
3:Click1-5->Click1-5
3:NewQuery->Click1-5",NewQuery->Click1-5,3,recipes/restaurant/recipe/salad/restaurants/diet/food/cooking/foods/steak,ihop,0,1,1,1,0,0,1,1
409905,4,30  1,,NewQuery,30,school/schools/district/k12/marietta/sarasota/salem/depaul/waterbury/stroudsburg,arinaldi waterbury.k12.ct.us,1,0,0,0,1,0,1,0
4199623,13,19  1,,NewQuery->Click1-5,19,edu/university/college/ucsd/admissions/nyu/20college/marshallcollege/iowa/rankings,edison college,0,1,1,1,0,0,1,1
21806196,0,5  1,,NewQuery,5,google/search/jeeves/googles/wikepedia/encylopedia/fotosearch/discovery/googlezipcodes/metasearch,google,1,0,0,0,1,0,1,0
2327130,21,32  1,,NewQuery->Click1-5,32,com/biz/qvc/yahoo/newbusinesschecklist/heavyshop/nflcom/netgamez/nadinecompany/yahoocom,bizrate.co,0,1,1,1,0,0,1,1
5294118,33,57  1,,NewQuery->Click1-5,57,dictionary/crossword/webster/websters/dictionarey/thesaurus/crosswords/itiondictionary/lingo/primate,crossword of the day,0,1,1,1,0,0,1,1
14119906,17,71  1,,NewQuery->Click1-5->Click1-5,71,translator/language/spanish/hebrew/chinese/freetranslation/translate/languages/translations/english,free translator,0,1,1,1,0,0,1,2
16699413,2,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery->Click1-5->Click1-5->Click1-5->NewQuery->Click1-5,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,hva.org->hotmail,0,1,1,1,0,0,2,2
16421464,1,104  1,,NewQuery->NewQuery->NewQuery,104,ancient/india/evolution/history/anthropologie/philosophy/primates/369brian/ancientjapaneseproverb/creation,internet->myhory->myhistory,1,0,0,0,1,0,3,0
1506143,9,79  1,,NewQuery->Click11+,79,septic/pool/vac/vacuum/pools/cleaner/liners/poolwater/septicinstallation/sweepers,pool coping,0.99,0,0.01,0.01,0,0,1,1
2980170,9,88  1,,NewQuery->NewQuery->Click6-10->NewQuery->Click1-5->NewQuery->NewQuery->NewQuery->RefinedQuery,88,bucks/coins/currency/coin/dollars/treasury/dollar/1908/counterfeit/dime,street bucks->game time bucks->street bucks->game time bucks->big four distributing street bucks->gametimebucks->gametime bucks,0.444444444,0.142857143,0.555555556,0.555555556,0.571428571,0.142857143,7,0.285714286
16844170,11,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery->Click1-5->Click1-5,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,top 5 beatles songs,0.6,1,1,0.6,0,0,1,2
3905110,30,15  1,,NewQuery->Click1-5,15,space/orbitz/voyager/orbit/constellations/galaxy/mars/orbits/outerspace/planetatv,yahoo,0,1,1,1,0,0,1,1
4317576,65,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery->NewQuery->NewQuery->Click1-5->NewQuery->Click1-5,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,satjunction->dss central->dssrookie->dss central,0,0.5,1,1,0.5,0,4,0.5
1784273,24,20  1,,NewQuery->Click1-5->Click6-10,20,lyrics/song/hate/october/fever/eminem/dawson/ying/fall/days,music lyrics,0.666666667,1,0.333333333,0.25,0,0,1,2
902360,30,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery->Click1-5,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,livio,0,1,1,1,0,0,1,1
10645664,56,21  1,,NewQuery,21,pratt/vicky/ashley/beverly/alicia/nicole/kate/julie/jessica/nina,kelis,1,0,0,0,1,0,1,0
10697590,14,47  1,,NewQuery->Click1-5->Click11+,47,tabs/guitar/sevenfold/band/billboard/rock/groban/bands/gibson/chord,latest marilyn manson news,0.8,1,0.5,0.3,0,0,1,2
1284686,112,34  1,,NewQuery->Click1-5,34,lottery/lotto/mega/powerball/minnesota/megamillions/fortune/wisconsin/pa/gigagalleries,ma lottery,0,1,1,1,0,0,1,1
5696195,10,3  3,"3:NewQuery->Click1-5->Empty
3:Click1-5->Click1-5
3:NewQuery->Click1-5",NewQuery->Click1-5->NewQuery,3,recipes/restaurant/recipe/salad/restaurants/diet/food/cooking/foods/steak,buttermilk->hard rock hotel las vegas,0.5,0.5,0.5,0.5,0.5,0,2,0.5
945047,1,3  3,"3:NewQuery->Click1-5->Empty
3:Click1-5->Click1-5
3:NewQuery->Click1-5",NewQuery,3,recipes/restaurant/recipe/salad/restaurants/diet/food/cooking/foods/steak,acid,1,0,0,0,1,0,1,0
7736293,1,43  1,,NewQuery->Click1-5,43,weather/forcast/radar/orleans/accuweather/meteorology/weatherchannel/forecast/hurricane/hartford,north carolina weather,0,1,1,1,0,0,1,1
2173356,30,0  2,"2:NewQuery->NewQuery->Click1-5
2:NewQuery->NewQuery->NewQuery
2:Click1-5->NewQuery->NewQuery
2:NewQuery->NewQuery->Empty",NewQuery->Click1-5->Click6-10->NewQuery->NewQuery->Click6-10->Click1-5,0,cars/parts/car/honda/chevy/motors/chevrolet/motorcycle/tires/automobile,lawn mower repair->craftsman lawn tractors->how to adjust carb for a craftsman lawn tractors,0.714285714,0.666666667,0.75,0.446428571,0.333333333,0,3,1.333333333
289247,6,49  1,,NewQuery,49,netzero/gateway/network/2wire/intranet/singlesnet/netti/isp/trendway/channel,thehun net,1,0,0,0,1,0,1,0
4524273,73,8  1,,NewQuery,8,pages/phone/phones/mobile/ringtones/cingular/verizon/telephone/call/codes,verizon wireless,1,0,0,0,1,0,1,0
8312339,0,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,bluemountain,1,0,0,0,1,0,1,0
7892601,5,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery->Click1-5->RefinedQuery->Click1-5->Click1-5->NewQuery,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,air refreshners and crafts->air refresheners and crafts->crafts,0.333333333,0.666666667,0.666666667,0.541666667,0.333333333,0.333333333,3,1
1726047,12,23  1,,NewQuery->Click1-5->NewQuery->Click1-5,23,ncaa/sports/league/wnba/espn/nba/yahoosports/basketball/sportsline/sportsbook,ncaa brackets->schecter guitars,0,1,1,1,0,0,2,1
648248,23,17  1,,NewQuery->Click1-5,17,ebay/craigslist/craigs/craiglist/classifieds/orleans/chesapeake/craigslists/newyorksportsclub/norfolk,ebay,0,1,1,1,0,0,1,1
21664449,0,38  1,,NewQuery->NewQuery->Click1-5,38,court/department/inmates/prisons/courts/dept/county/prison/courthouse/jail,hisd.org->houstonisd.org,0,0.5,1,1,0.5,0,2,0.5
23425456,30,45  1,,NewQuery->Click1-5->Click6-10->Click1-5,45,shoes/jeans/nike/boots/mens/footlocker/sunglasses/socks/shoe/kors,timberland work boots,0.625,1,1,0.458333333,0,0,1,3
660640,94,105  1,,NewQuery->Click1-5,105,sharper/photography/lens/exposure/exposures/clarityphotos/lenses/exposureself/cameras/vision,pearle vision,0,1,1,1,0,0,1,1
6659849,4,101  1,,NewQuery->NewQuery->NewQuery,101,chat/rooms/blackpeoplemeet/chats/chatrooms/chatroomlistings/learnchat/room/msn/yahoo,chat->bv chat->mystery shopper free sign up,1,0,0,0,1,0,3,0
18181773,6,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,'l l,1,0,0,0,1,0,1,0
5393322,2,66  1,,NewQuery->Click1-5->NewQuery->Click1-5->NewQuery->Click1-5,66,quest/map/adventure/maquest/everquest2/apquest/runway/questx/qest/hospital,smoaky->map quest->uil,0,1,1,1,0,0,3,1
14822719,1,41  1,,NewQuery,41,dmv/york/nylottery/nys/driverslicense/nycserv/nycgov/newyorklottery/department/nyc,dmv.gov,1,0,0,0,1,0,1,0
4178955,5,4  1,,NewQuery->Click1-5->Click1-5->Click1-5->Click1-5->Click6-10,4,surgery/disease/cancer/symptoms/mumps/diseases/health/epidemic/brain/spine,pneumothorax,0.375,1,1,0.441666667,0,0,1,5
11809784,0,10  1,,NewQuery->NewQuery->Click1-5->Click1-5->Click1-5,10,myspace/layouts/backgrounds/wallpapers/eharmony/facebook/friendster/livejournal/xanga/myspacelayouts,google->phantasy star online wallpaper,0.4,0.5,1,0.511111111,0.5,0,2,1.5
3334989,10,2  7,"7:NewQuery->Empty
7:NewQuery->Click1-5->Empty
7:NewQuery->Click1-5",NewQuery->Click1-5,2,homes/furniture/apartments/houses/realty/realestate/realtors/cabinet/cabinets/house,estate sales warren pa,0,1,1,1,0,0,1,1
523161,21,18  1,,NewQuery->RefinedQuery->Click1-5,18,carolina/north/nc/fl/oklahoma/alabama/florida/south/washington/asheville,southern conneticut->southern connecticut,0,0.5,1,1,0.5,0.5,2,0.5
4929369,19,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery->NewQuery->Click1-5->Click6-10->Click1-5->Click1-5->NewQuery->Click1-5->NewQuery->Click1-5->Click1-5->Click6-10->Click6-10->Click6-10,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,garage door remotes->universal garage remotes->universal garage remotes 3 door->universal garage remotes keyless,0.560185185,0.75,0.583333333,0.300727513,0.25,0,4,2.5
99923,26,49  1,,NewQuery->Click1-5->Click1-5->Click1-5->Click1-5,49,netzero/gateway/network/2wire/intranet/singlesnet/netti/isp/trendway/channel,netzero phone number,0.5,1,0.333333333,0.291666667,0,0,1,4
1101966,62,34  1,,NewQuery->Click1-5,34,lottery/lotto/mega/powerball/minnesota/megamillions/fortune/wisconsin/pa/gigagalleries,wisconsin lottery,0,1,1,1,0,0,1,1
1561316,35,91  1,,NewQuery->Click1-5->Click6-10->Click6-10,91,hair/haircuts/shampoo/styles/hairy/20styles/hairgrower/hairstyle/lightlyshaved/straightener,hair 20styles,0.666666667,1,1,0.425925926,0,0,1,3
20593359,4,117  1,,NewQuery,117,camper/sales/pontoon/yacht/trailor/campers/roanoke/hauler/virginia/rv,rv used for sale,1,0,0,0,1,0,1,0
13700939,4,33  1,,NewQuery,33,jobs/resume/unemployment/job/examples/resumes/usajobs/hr/labor/columbus,examples of cover letters,1,0,0,0,1,0,1,0
448335,35,9  1,,NewQuery,9,tv/radio/channel/cnn/fox/degrassi/television/veracruz/puerto/sanyo,daytime tv,1,0,0,0,1,0,1,0
2792418,79,39  1,,NewQuery->Click1-5,39,ariodante/italy/strada/escerbic/cerrito/italian/pasta/latinadoinica/salasa/lago,nacubo,0,1,1,1,0,0,1,1
7646977,15,113  1,,NewQuery->Click1-5->Click1-5->Click1-5->NewQuery->RefinedQuery->NewQuery->NewQuery,113,southridge/funeral/holloway/grave/memorial/miami/southern/memorials/inwood/monuments,find a friend from high school->marc persaud in hazlet nj->marc persaud from hazlet nj->how to find if someone died->ssi,0.25,0.2,1,0.583333333,0.8,0.2,5,0.6
4462390,56,65  1,,NewQuery->Click1-5->Click1-5,65,ww/1010wins/wowtgp/wfboom/wkufnd/wwmt/wtov/wwamu/cheap/gold,wvssac,0,1,1,0.75,0,0,1,2
22871139,2,8  1,,NewQuery->Click6-10->NewQuery->Click1-5,8,pages/phone/phones/mobile/ringtones/cingular/verizon/telephone/call/codes,reverse telephone numbers->carnival food store,0.416666667,0.5,0.583333333,0.583333333,0,0,2,1
